LandContour,GarageYrBlt,FullBath,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
1,2004.0,2,970,10,2,154,2,3,8,3,2,1,1332,2,1,1136,1,354000
1,1987.0,2,28,8,2,96,2,3,7,2,2,1,1177,2,3,1502,1,301000
1,1955.0,1,256,6,3,98,2,3,3,1,3,1,0,2,3,1162,0,126175
1,1961.0,2,0,11,2,0,2,3,7,2,2,1,1080,2,2,710,1,242000
1,1941.0,1,116,5,3,0,2,3,5,2,3,1,0,1,3,720,0,87000
1,1993.0,1,1619,6,2,30,2,3,8,2,2,1,0,2,2,1719,2,324000
1,1960.0,1,565,7,3,45,2,3,6,1,3,1,0,2,3,1383,0,145250
2,1930.0,2,0,10,3,60,2,3,6,2,2,1,689,1,3,844,0,214500
1,1920.0,1,0,6,3,0,2,3,5,1,3,1,596,1,3,596,0,78000
1,2002.0,2,40,10,3,0,2,3,5,1,3,2,0,2,3,1728,0,119000
1,1958.0,1,846,6,3,0,2,3,5,1,3,1,0,2,3,1056,0,139000
1,2003.0,2,1124,7,2,0,2,3,8,3,2,1,0,2,2,3206,1,284000
1,2004.0,2,720,6,2,30,2,3,7,2,2,1,0,2,2,1358,1,207000
1,1998.0,2,828,7,3,38,2,3,6,2,3,1,695,2,2,943,2,192000
3,1965.0,2,1249,7,3,0,2,3,5,2,3,1,167,2,3,1499,2,228950
3,2005.0,2,1249,8,2,51,2,3,9,3,2,1,0,2,1,1922,1,377426
1,2002.0,2,810,7,2,74,2,3,7,2,2,1,0,2,2,1536,0,214000
1,1984.0,2,213,8,2,45,2,3,7,2,2,1,0,2,2,1208,0,202500
1,1958.0,1,585,6,3,0,2,3,6,1,3,1,0,2,3,1215,0,155000
1,2002.0,2,0,9,2,0,2,3,8,2,2,1,915,2,2,967,0,202900
1,1950.0,1,0,4,4,0,2,3,4,1,3,1,0,2,3,721,0,82000
1,1949.0,2,0,6,3,0,6,3,3,2,3,2,0,1,3,0,0,87500
1,2005.0,2,28,6,1,72,2,3,9,2,1,1,0,2,1,1684,1,266000
1,1976.0,1,129,4,3,0,2,3,5,1,3,1,576,2,2,536,0,85000
1,1939.0,1,0,6,3,0,2,3,6,1,4,1,605,2,3,972,1,140200
1,1960.0,1,498,5,3,0,2,3,6,1,3,1,0,2,3,958,0,151500
1,1960.0,2,1270,6,3,40,2,3,6,2,3,1,0,2,3,1478,2,157500
1,2003.0,2,573,6,2,27,2,3,7,2,2,1,862,2,2,764,0,154000
1,2006.0,2,1410,10,1,0,2,3,9,3,1,1,880,2,1,1848,2,437154
1,2007.0,2,0,6,1,54,2,3,9,2,1,1,0,2,1,1869,1,318061
4,1986.0,1,1082,6,3,80,2,3,7,2,2,1,0,2,2,1453,1,190000
1,1941.0,1,236,5,3,0,2,3,5,1,3,1,495,1,3,616,0,95000
1,2005.0,1,0,5,3,0,2,3,6,2,3,1,0,2,3,624,0,105900
2,1940.0,1,388,6,3,0,2,3,6,1,3,1,403,2,3,940,2,140000
1,1995.0,2,334,6,2,26,2,3,6,2,2,1,0,2,2,1200,0,177500
1,1992.0,2,560,6,3,26,2,3,6,2,2,1,0,2,2,1158,0,173000
1,1976.0,1,874,6,3,90,2,3,5,2,3,1,0,2,2,1142,1,134000
1,1958.0,1,300,6,3,0,2,3,5,1,2,1,0,2,3,1062,0,130000
1,1998.0,2,956,7,2,75,2,3,8,2,2,1,838,2,2,1086,1,280000
1,1978.0,1,773,5,3,0,2,3,6,2,3,1,0,2,2,888,1,156000
1,1940.0,1,399,8,3,0,2,3,5,1,3,1,517,2,3,883,0,145000
1,2003.0,3,0,7,2,0,2,3,7,2,2,1,1427,2,3,0,1,198500
1,1972.0,1,162,5,3,0,2,3,6,1,2,1,504,2,3,483,0,118000
1,1976.0,2,712,6,3,111,2,3,6,2,3,1,784,2,2,796,1,190000
1,1964.0,1,456,6,3,128,2,3,5,1,3,1,672,2,3,672,0,147000
1,1963.0,1,609,6,3,76,2,3,6,2,3,1,0,2,2,1394,2,159000
1,1962.0,1,371,6,3,110,2,3,6,1,3,1,0,2,2,1099,1,165000
1,1954.0,1,540,7,3,98,2,3,5,1,3,1,0,2,3,1268,1,132000
1,1997.0,1,72,7,3,17,2,3,5,2,2,1,0,2,3,1063,1,162000
1,2000.0,2,0,7,3,40,2,3,6,2,3,1,711,2,2,953,1,172400
1,1991.0,2,0,7,3,59,2,3,4,2,3,1,468,2,3,0,1,134432
1,1984.0,1,623,4,3,0,2,3,6,1,3,1,0,2,2,744,0,125000
1,1953.0,1,428,5,3,0,2,3,5,1,3,1,0,2,3,608,0,123000
1,2003.0,2,0,8,2,48,2,3,7,2,2,1,1081,2,2,847,1,219500
4,2005.0,0,350,4,4,0,2,3,1,0,4,1,0,1,4,683,0,61000
1,1998.0,1,298,5,2,0,2,3,5,2,3,1,0,2,2,870,0,148000
1,2004.0,3,0,8,2,214,2,3,8,2,2,1,886,2,2,1580,1,340000
1,2010.0,1,1445,8,2,0,2,3,9,3,1,1,0,2,1,1856,1,394432
1,2000.0,2,0,7,3,63,2,3,6,2,3,1,793,2,2,982,1,179000
1,1924.0,2,218,6,3,0,2,3,5,1,2,1,665,2,3,1026,1,127000
1,2006.0,2,0,5,2,121,2,3,7,2,2,1,0,2,2,1293,1,187750
1,2006.0,2,0,8,2,53,2,3,7,2,2,1,858,2,2,939,0,213500
1,1950.0,1,0,5,3,0,2,3,6,2,3,1,0,1,4,784,0,76000
4,1992.0,2,985,9,2,231,2,3,6,2,2,1,874,2,2,1580,2,240000
1,2004.0,2,24,6,2,20,2,3,8,2,2,1,0,2,2,1256,1,192000
1,2005.0,1,0,8,3,151,2,3,5,0,3,1,526,2,3,658,0,81000
1,1977.0,1,631,6,3,0,2,3,6,1,3,1,0,2,3,1041,1,125000
1,1999.0,2,0,6,2,25,2,3,7,2,2,1,0,2,2,1468,0,191000
1,2008.0,2,1280,9,1,134,2,3,10,3,1,1,590,2,1,1682,1,426000
1,1978.0,1,241,7,3,130,2,3,5,1,3,1,406,2,3,861,0,119000
1,2001.0,2,690,7,3,192,2,3,6,2,2,1,1157,2,1,804,1,215000
1,1959.0,1,0,5,3,0,2,3,5,1,3,1,0,2,3,0,0,106500
1,2005.0,1,266,4,3,0,2,3,4,0,3,1,0,2,3,788,2,100000
1,1940.0,1,0,5,3,39,2,3,5,1,3,1,299,2,3,735,0,109000
1,1956.0,1,739,6,3,0,2,3,5,1,3,1,0,2,3,1144,0,129000
4,1985.0,1,777,6,3,0,2,3,5,2,3,1,0,2,3,894,0,123000
1,1962.0,2,540,8,3,168,2,3,5,1,3,1,936,2,3,864,1,169500
1,1920.0,1,0,6,3,0,2,3,5,1,3,1,0,2,4,961,0,67000
1,2007.0,2,812,7,2,168,2,3,7,2,2,1,438,2,2,1092,0,241000
1,1996.0,1,786,4,2,30,2,3,8,2,1,1,0,2,2,1260,2,245500
1,2005.0,2,24,6,2,0,2,3,7,2,2,1,0,2,2,1310,1,164990
1,1940.0,1,0,4,3,0,2,3,5,1,3,1,0,2,3,672,0,108000
1,1998.0,2,0,10,2,123,2,3,8,2,2,1,1098,2,2,1141,1,258000
1,1995.0,2,0,7,3,40,2,3,6,2,3,1,766,2,2,806,1,168000
1,1993.0,2,1116,8,3,78,2,3,4,2,3,1,0,2,3,1281,1,150000
1,1936.0,1,0,6,3,0,2,3,6,1,3,1,0,2,3,1064,0,115000
1,1960.0,2,0,8,3,0,2,3,6,1,3,1,840,2,2,840,0,177000
1,2006.0,2,0,9,2,62,2,3,7,3,2,1,1101,2,1,1063,1,280000
1,2008.0,2,789,8,2,102,2,3,8,3,1,1,1028,2,1,1034,1,339750
1,1958.0,1,0,5,3,0,2,3,5,1,3,1,0,2,3,1276,0,60000
2,1955.0,1,1056,5,3,0,2,3,5,2,3,1,0,1,3,1056,0,145000
1,2009.0,2,578,7,1,144,2,3,7,2,2,1,0,2,1,1470,1,222000
1,1927.0,1,0,5,3,0,2,3,5,2,3,1,0,2,3,1008,1,115000
1,1993.0,2,50,9,2,187,2,3,7,3,2,1,1017,2,2,1080,1,228000
1,2007.0,2,24,6,2,30,2,3,7,2,2,1,0,2,2,1340,0,181134
1,1978.0,1,209,6,3,0,2,3,6,2,3,1,728,2,3,672,1,149500
1,1918.0,2,1128,10,3,0,3,3,6,3,3,1,1254,1,2,1370,1,239000
1,1940.0,1,312,7,3,0,2,3,5,1,3,1,378,1,3,756,0,126000
1,1968.0,1,775,6,3,85,2,3,5,1,3,1,0,2,3,1056,1,142000
1,1997.0,2,1309,8,3,0,2,3,7,4,3,2,0,2,2,1344,0,206300
1,1977.0,2,1246,8,2,0,2,3,6,2,2,1,0,2,2,1602,1,215000
3,1954.0,1,0,4,3,0,2,3,5,2,3,1,0,2,3,988,0,113000
1,1998.0,2,986,8,2,66,2,3,8,3,2,1,1160,2,2,1470,1,315000
1,1956.0,1,616,6,3,44,2,3,6,1,3,1,0,2,2,1196,1,139000
3,1947.0,1,0,6,3,0,2,3,7,1,3,1,682,2,3,651,2,135000
4,1989.0,2,1518,5,2,0,2,3,7,2,2,1,0,2,2,1518,1,275000
1,1964.0,1,288,5,3,0,2,3,4,1,3,1,0,2,3,907,0,109008
1,2007.0,2,664,6,2,54,2,3,7,2,2,1,0,2,2,1208,0,195400
1,1988.0,2,1005,6,3,0,2,3,6,2,2,1,0,2,2,1392,1,175000
1,1971.0,1,387,4,3,0,2,3,6,1,3,1,504,2,3,483,0,85400
2,2005.0,1,0,7,3,98,2,3,6,0,3,1,110,2,3,901,0,79900
1,1971.0,1,471,6,3,36,2,3,5,2,3,1,600,2,3,765,0,122500
1,1997.0,2,0,7,3,36,2,3,6,2,3,1,678,2,2,926,1,181000
1,2005.0,1,495,3,3,0,2,3,4,0,3,1,0,2,2,630,0,81000
1,1996.0,2,385,6,2,61,2,3,7,2,2,1,834,2,2,799,1,212000
1,1990.0,1,0,6,3,0,2,3,6,2,3,1,384,2,4,648,0,116000
1,1926.0,1,0,4,2,0,2,3,6,1,3,1,0,2,3,884,0,119000
1,1990.0,1,365,4,3,0,2,3,5,1,2,1,0,1,3,440,1,90350
1,2005.0,1,0,7,3,46,2,3,6,2,2,1,512,2,3,684,0,110000
1,2008.0,2,1767,10,1,72,2,3,10,3,1,1,0,2,1,3094,2,555000
1,2005.0,2,133,8,3,0,2,3,4,0,4,2,0,1,3,1440,0,118000
1,1930.0,2,0,8,3,0,2,3,5,2,3,1,445,2,3,1078,1,162900
1,2007.0,2,0,6,2,16,2,3,7,3,2,1,0,2,1,1258,1,172500
1,1994.0,2,642,8,2,133,2,3,7,2,2,1,975,2,2,915,1,210000
1,1956.0,1,0,7,3,0,2,3,6,2,3,1,0,2,3,1436,1,127500
1,1966.0,2,247,6,2,0,2,3,6,2,2,1,0,2,3,1517,1,190000
1,1998.0,2,0,10,2,0,2,3,7,2,2,1,930,2,2,930,1,199900
2,1937.0,2,0,7,3,0,2,3,6,1,3,1,596,2,3,780,1,119500
1,1981.0,1,331,6,3,176,2,3,3,1,3,1,504,2,3,649,0,120000
1,1932.0,1,0,5,3,113,2,3,6,1,2,1,0,2,3,813,0,110000
4,1975.0,2,655,5,3,54,2,3,7,2,2,1,0,2,2,1533,2,280000
1,1996.0,2,742,7,2,122,2,3,6,2,3,1,868,2,1,872,0,204000
1,2008.0,2,0,6,2,30,2,3,8,2,2,1,804,2,2,768,0,210000
1,1976.0,2,1606,8,3,0,2,3,5,2,3,2,0,2,3,1728,0,188000
1,1973.0,1,916,6,3,0,2,3,7,2,3,1,0,2,3,1242,1,175500
1,1916.0,1,0,7,3,0,2,3,5,3,3,1,720,1,3,624,0,98000
4,1954.0,1,1116,6,3,137,2,3,4,2,2,1,0,2,2,1364,2,256000
1,1925.0,1,0,7,3,63,2,3,8,1,2,1,833,2,3,588,1,161000
2,1950.0,1,185,5,3,0,2,3,5,1,2,1,224,2,3,709,1,110000
1,2009.0,2,544,8,2,150,2,3,8,2,3,1,1103,2,2,832,0,263435
1,1971.0,1,350,6,2,0,2,3,7,2,2,1,560,2,2,560,0,155000
1,1965.0,1,553,5,3,0,2,3,5,1,3,1,0,2,3,864,1,62383
3,1939.0,1,326,6,3,0,2,3,6,1,3,1,811,2,3,715,1,188700
3,2005.0,2,616,5,3,0,2,3,5,0,3,1,0,2,2,1040,0,124000
1,2004.0,2,0,6,2,20,2,3,7,2,2,1,0,2,2,1375,1,178740
1,1970.0,1,778,5,3,0,2,3,7,2,3,1,0,2,3,1277,1,167000
1,1942.0,1,386,7,3,0,2,3,5,1,2,1,756,2,3,728,2,146500
1,2006.0,2,0,7,2,44,2,3,8,3,2,1,0,2,2,1626,1,250000
1,1993.0,2,426,7,2,70,2,3,6,2,2,1,878,2,2,832,0,187000
1,1985.0,1,368,4,2,54,2,3,8,2,2,1,0,2,2,1488,0,212000
1,1977.0,2,0,8,3,0,2,3,7,2,3,1,808,2,2,808,1,190000
1,2005.0,1,459,5,3,28,2,3,6,2,3,1,0,2,2,547,0,148000
1,2006.0,2,1350,7,2,63,2,3,8,3,2,1,0,2,1,1976,1,440000
1,2000.0,2,1196,6,2,48,2,3,8,2,1,1,0,2,2,1494,0,251000
1,1996.0,1,630,5,3,24,2,3,5,2,3,1,0,2,3,970,0,132500
1,1997.0,2,994,7,3,39,2,3,6,2,2,1,0,2,2,1478,1,208900
1,2006.0,2,0,9,1,84,2,3,9,3,1,1,574,2,2,2153,1,380000
1,2007.0,2,1288,7,2,44,2,3,8,3,2,1,0,2,1,1705,1,297000
2,1995.0,1,168,7,3,72,2,3,4,2,3,1,0,2,4,907,0,89471
1,2004.0,2,1261,8,2,112,2,3,9,3,2,1,0,2,1,1833,1,326000
3,2003.0,2,1567,6,2,49,2,3,9,3,1,1,0,2,1,1792,1,374000
1,1915.0,1,299,7,2,0,2,3,7,1,1,1,910,2,3,910,1,155000
1,1998.0,2,897,5,3,125,2,3,6,2,3,1,0,2,1,1216,0,164000
1,1963.0,1,588,6,3,132,2,3,5,1,2,1,0,2,3,999,0,132500
1,1950.0,1,607,5,2,80,2,3,5,1,2,1,0,2,3,1113,1,147000
1,1965.0,1,836,6,3,0,2,3,5,2,3,1,0,2,3,1073,0,156000
1,1971.0,2,998,7,3,0,2,3,5,2,3,1,0,2,2,1484,1,175000
1,1970.0,2,664,10,3,0,2,3,5,2,3,2,648,1,3,954,1,160000
1,1970.0,1,515,3,3,0,2,3,4,1,2,1,0,2,2,630,0,86000
1,1976.0,1,0,4,3,24,2,3,5,1,3,1,688,2,2,264,1,115000
1,1941.0,1,403,5,3,0,2,3,6,1,4,1,620,2,3,806,2,133000
1,2006.0,2,0,8,2,0,2,3,6,2,3,1,728,2,2,728,0,172785
1,1964.0,1,374,6,3,0,2,3,5,1,3,1,0,2,3,1269,1,155000
1,1938.0,1,0,4,3,20,2,3,5,1,3,1,0,2,4,190,0,91300
1,2005.0,1,495,4,3,523,2,3,4,0,3,1,0,1,3,720,0,34900
1,1992.0,3,1231,10,2,75,2,3,8,2,2,1,0,2,2,3200,1,430000
1,1925.0,2,329,8,3,100,2,3,7,1,3,1,687,2,3,1026,0,184000
1,1967.0,1,450,5,3,0,2,3,5,1,2,1,0,2,3,864,0,130000
1,1958.0,1,111,5,3,285,2,3,5,1,3,1,0,2,3,912,0,120000
1,1973.0,1,356,7,3,28,2,3,6,1,3,1,546,2,3,672,0,113000
1,2005.0,2,400,7,2,108,2,3,7,2,2,1,902,2,2,866,0,226700
1,1965.0,1,698,6,3,0,2,3,5,2,3,1,0,2,3,1214,0,140000
1,1959.0,2,1247,6,3,54,2,3,7,2,3,1,0,2,3,1501,2,289000
1,1974.0,2,257,6,3,0,2,3,6,2,3,1,467,2,3,855,1,147000
1,1952.0,2,0,10,3,0,2,3,5,2,3,2,1000,2,3,960,0,124500
1,1993.0,2,380,8,2,81,2,3,8,2,2,1,846,2,2,777,1,215000
1,2009.0,2,27,4,2,102,2,3,6,2,2,1,0,2,2,1218,0,208300
1,1928.0,2,141,7,3,0,2,3,7,2,2,1,689,2,3,689,1,161000
1,1959.0,1,991,6,3,88,2,3,5,1,3,1,0,2,3,1041,0,124500
1,1951.0,1,650,6,2,42,2,3,5,1,3,1,0,2,3,1008,2,164900
1,2005.0,2,0,6,2,35,2,3,7,2,2,1,0,2,2,1368,1,202665
1,1964.0,1,521,5,3,0,2,3,5,2,3,1,0,2,3,864,0,129900
2,1983.0,1,336,5,3,0,2,3,6,2,3,1,0,2,3,1084,0,134000
1,1926.0,1,0,5,3,0,4,3,5,1,3,1,0,1,3,768,0,96500
1,2009.0,2,1436,9,1,54,2,3,10,3,1,1,0,2,1,2006,1,402861
1,1972.0,2,0,7,3,104,2,3,6,2,3,1,741,2,3,689,1,158000
1,1996.0,2,0,7,2,0,2,3,7,3,2,1,1067,2,2,1264,1,265000
1,1998.0,2,706,7,3,36,2,3,6,2,3,1,914,2,2,794,0,211000
1,1926.0,1,0,9,2,0,2,3,7,1,2,1,804,2,2,1276,2,234000
1,2005.0,2,0,7,3,114,2,3,4,0,3,2,600,1,3,0,0,106250
1,1957.0,1,777,6,3,40,2,3,6,1,3,1,0,2,3,1244,2,150000
1,1950.0,2,399,7,3,24,2,3,6,2,3,1,660,2,3,1004,2,159000
2,2007.0,3,2260,11,1,406,2,6,10,3,1,1,1538,2,1,3138,1,184750
1,1996.0,2,719,8,2,60,2,3,7,3,2,1,1015,2,2,1379,1,315750
1,2005.0,2,0,6,2,144,2,3,7,2,2,1,0,2,2,1257,1,176000
1,1956.0,1,377,4,3,0,2,3,5,1,3,1,0,2,2,928,0,132000
1,2008.0,2,1330,11,1,66,2,3,9,3,1,1,1237,2,1,1452,1,446261
1,2005.0,1,348,5,3,0,2,3,4,0,3,1,0,2,3,528,0,86000
1,1975.0,3,1219,9,2,0,2,3,6,2,3,2,0,2,3,2035,2,200624
1,1988.0,2,783,5,2,0,2,3,6,2,2,1,0,2,2,1461,1,175000
1,1920.0,2,0,6,3,0,2,2,6,2,3,1,611,2,4,611,0,128000
1,1967.0,1,0,5,3,0,2,3,5,1,3,1,0,2,3,0,1,107500
4,2005.0,1,0,2,4,0,2,3,1,0,4,1,0,1,3,0,0,39300
1,2004.0,2,0,6,2,35,2,3,8,2,2,1,707,2,1,707,1,178000
1,2005.0,1,969,5,3,0,2,3,5,0,3,1,527,2,2,1117,0,107500
1,1998.0,2,0,8,3,155,2,3,7,2,2,1,844,2,2,880,0,188000
1,1980.0,1,600,5,3,0,2,3,4,2,3,1,0,2,3,864,0,111250
1,1968.0,1,673,7,3,0,2,3,5,1,3,1,0,2,3,1051,1,158000
1,2001.0,2,1358,6,2,0,2,3,8,2,2,1,0,2,2,1581,1,272000
1,2006.0,2,1260,8,1,68,2,3,9,3,1,1,0,2,1,1838,1,315000
1,2000.0,2,0,8,2,56,2,3,8,3,2,1,1288,2,2,969,1,248000
1,1998.0,2,144,7,2,73,2,3,7,2,2,1,0,2,1,1650,1,213250
1,1998.0,1,584,4,3,40,2,3,7,1,3,1,0,2,2,723,0,133000
1,2006.0,2,554,7,2,24,2,3,7,2,2,1,832,2,2,654,1,179665
1,1988.0,2,1002,9,2,0,2,3,7,3,2,1,806,2,2,1204,0,229000
2,1950.0,1,300,6,3,38,2,3,6,2,3,1,720,2,2,1065,1,210000
1,1987.0,1,619,5,3,0,2,3,5,2,3,1,0,2,2,768,0,129500
3,1963.0,1,180,4,3,50,2,4,5,2,3,1,0,2,3,825,0,125000
1,2003.0,2,0,8,2,182,2,3,7,2,2,1,1182,2,2,912,1,263000
1,1977.0,2,559,4,3,55,2,3,6,2,3,1,0,2,2,1069,0,140000
1,1957.0,1,308,5,3,0,2,3,5,1,3,1,0,2,3,928,0,112500
1,2006.0,2,0,7,2,39,2,3,8,3,2,1,0,2,1,1709,1,255500
1,2002.0,2,0,5,3,96,2,3,4,2,2,1,0,2,3,0,0,108000
1,2003.0,2,866,8,2,62,2,3,7,3,2,1,1040,2,2,998,1,284000
1,1922.0,1,0,5,3,0,2,3,5,1,3,1,0,2,3,993,1,113000
1,1957.0,1,895,6,3,0,2,3,5,1,3,1,0,2,3,1092,1,141000
4,1994.0,1,637,7,3,47,2,3,4,1,3,1,439,2,3,637,0,108000
3,1996.0,2,604,6,3,22,2,3,7,2,3,1,717,2,2,729,1,175000
1,2003.0,2,0,7,2,20,2,3,7,2,2,1,0,2,2,1374,1,234000
1,1957.0,1,1302,5,3,0,2,3,5,2,3,1,0,2,2,1392,1,121500
1,1975.0,1,1071,6,3,38,2,3,5,2,3,1,0,2,2,1389,1,170000
1,2005.0,1,290,6,3,0,2,3,5,0,3,1,0,2,3,996,1,108000
1,1955.0,2,0,8,3,36,2,3,6,2,3,1,511,2,2,1163,1,185000
1,1992.0,2,728,9,2,40,2,3,7,2,2,1,1129,2,2,1095,1,268000
2,1920.0,1,0,6,3,66,2,3,6,1,4,1,806,1,2,806,0,128000
1,2005.0,2,0,11,2,39,2,3,9,3,1,1,1370,2,2,1122,1,325000
1,2004.0,2,2,7,2,0,2,3,7,2,2,1,0,2,2,1517,0,214000
4,1983.0,1,1441,5,2,40,2,3,8,2,2,1,636,2,2,1496,1,316600
1,1979.0,1,943,4,3,0,2,3,5,2,3,1,0,2,2,943,2,135960
1,1987.0,2,231,10,3,0,2,3,5,2,3,2,0,2,3,1728,0,142600
1,1959.0,1,414,4,3,0,2,3,6,1,2,1,0,2,3,864,0,120000
3,2009.0,2,0,6,3,114,2,3,7,2,2,1,846,2,1,846,0,224500
1,2000.0,2,0,8,3,0,2,3,7,2,3,1,656,2,2,384,1,170000
1,1971.0,1,349,5,3,0,2,3,5,1,3,1,533,2,3,372,0,139000
1,1947.0,1,442,6,3,0,2,3,5,1,3,1,384,2,3,832,0,118500
1,1928.0,2,0,6,3,50,2,3,7,1,3,1,600,2,3,861,1,145000
1,1966.0,1,328,6,3,68,2,3,5,2,3,1,0,2,3,1164,2,164500
1,2007.0,2,0,5,2,102,2,3,7,2,2,1,689,2,2,689,0,146000
1,1954.0,2,0,7,3,0,2,3,5,1,3,1,745,1,3,1050,0,131500
1,1960.0,1,594,7,3,110,2,3,6,2,2,1,0,2,3,1144,2,181900
1,2009.0,2,0,8,1,90,2,3,8,3,1,1,0,2,1,2042,1,253293
1,2005.0,1,816,5,3,32,2,3,6,0,3,1,0,2,2,816,0,118500
1,1988.0,3,0,9,1,502,2,7,10,2,2,1,1254,2,3,1237,1,325000
1,1935.0,1,0,6,3,0,2,3,4,1,2,1,584,2,3,884,0,133000
1,2005.0,2,1460,7,2,66,2,3,8,3,2,1,0,2,1,1868,2,369900
1,1961.0,1,210,5,3,0,2,3,6,1,4,1,0,2,3,816,0,130000
1,1996.0,1,672,4,3,0,2,3,5,2,3,1,0,2,3,840,0,137000
4,1968.0,1,1324,5,3,48,2,3,5,1,1,1,0,2,3,1437,2,143000
1,1988.0,1,0,4,3,0,2,2,5,1,3,1,0,2,3,742,0,79500
1,2004.0,2,490,6,2,45,2,3,7,2,2,1,812,2,2,770,0,185900
1,2008.0,2,1338,10,1,274,2,3,10,3,1,1,568,2,1,1722,1,451950
1,1985.0,1,816,4,3,0,2,3,5,2,3,1,0,2,3,816,0,138000
1,2003.0,1,685,4,2,0,2,3,6,2,2,1,0,2,2,848,0,140000
1,1981.0,1,0,5,3,0,2,3,5,1,3,1,0,2,2,924,0,110000
1,2005.0,2,1422,7,2,75,2,3,8,3,2,1,0,2,2,1814,1,319000
1,1930.0,1,0,7,3,158,2,3,6,1,3,1,684,1,3,684,0,114504
1,2006.0,0,0,7,2,16,2,3,7,3,2,1,0,2,1,1258,1,194201
2,1977.0,2,1283,7,3,0,2,3,5,2,2,1,0,2,2,1430,1,217500
1,1980.0,2,81,6,3,0,2,3,6,2,3,1,840,2,2,716,1,151000
1,2003.0,2,546,8,2,60,2,3,8,2,1,1,846,2,2,1058,1,275000
2,1979.0,1,0,6,3,162,2,3,6,1,2,1,595,2,3,780,1,141000
1,1992.0,2,789,8,2,150,2,3,8,2,2,1,988,2,2,908,1,220000
1,2004.0,2,0,4,2,172,2,3,7,2,2,1,600,2,2,600,0,151000
1,2002.0,2,922,6,2,36,2,3,7,2,2,1,0,2,2,1494,1,221000
1,1965.0,2,454,7,3,42,2,3,7,2,3,1,800,2,3,768,3,205000
4,2000.0,1,732,6,3,0,2,3,5,2,2,1,0,2,2,1040,0,152000
2,1948.0,3,603,8,3,0,2,3,5,1,1,1,896,2,3,896,0,225000
3,1934.0,2,428,10,3,0,2,3,8,2,3,1,1254,2,2,965,2,359100
1,1961.0,1,903,5,3,0,2,3,4,1,3,1,0,2,3,1029,0,118500
1,2000.0,2,904,8,2,142,2,3,9,3,1,1,677,2,1,1440,2,313000
1,1978.0,2,605,6,3,0,2,3,6,2,3,1,0,2,2,1032,1,148000
1,2001.0,2,990,7,2,122,2,3,8,2,1,1,573,2,2,1299,1,261500
1,2005.0,1,206,6,3,30,2,3,5,0,3,1,0,2,2,1120,0,147000
1,2005.0,1,150,3,3,24,2,3,4,0,3,1,0,2,2,630,0,75500
1,1963.0,1,763,6,3,0,2,3,6,2,2,1,0,2,3,936,0,137500
1,2002.0,2,457,7,2,75,2,3,6,2,2,1,702,2,2,783,1,183200
3,1962.0,1,0,4,3,0,2,3,6,2,2,1,0,2,3,832,0,105500
1,2007.0,2,48,9,1,108,2,3,9,3,2,1,0,2,1,1822,1,314813
1,2003.0,2,871,10,2,0,2,3,8,3,2,1,780,2,2,1482,2,305000
1,2005.0,1,41,5,3,0,2,3,3,0,3,1,0,1,3,864,0,67000
1,1974.0,2,956,9,3,243,2,3,6,2,3,1,1066,2,3,1522,1,240000
1,1986.0,1,560,6,3,0,2,3,5,2,3,1,0,2,3,980,0,135000
1,2000.0,2,420,4,2,32,2,3,6,2,2,1,756,2,2,756,1,168500
1,1972.0,1,247,8,3,0,2,3,6,2,3,1,778,2,3,732,1,165150
1,1962.0,1,0,5,3,0,2,3,6,2,3,1,0,2,3,1116,0,160000
1,1960.0,1,0,6,3,0,2,3,5,1,3,1,0,2,3,978,1,139900
1,1955.0,1,674,7,3,0,2,3,6,1,3,1,0,2,3,1156,2,153000
3,1969.0,1,650,9,3,0,2,3,5,2,4,1,1040,2,2,1040,2,135000
1,1964.0,1,624,6,3,0,2,3,6,2,3,1,0,2,3,1248,0,168500
1,1937.0,1,0,8,3,0,2,3,5,1,1,1,661,2,4,636,0,124000
1,2006.0,2,24,6,2,73,2,3,8,2,2,1,0,2,2,1554,1,209500
1,1977.0,2,822,6,3,0,2,3,7,2,3,1,0,2,3,1386,1,82500
1,1954.0,1,480,6,3,0,2,3,5,1,3,1,0,2,3,1056,0,139400
1,1980.0,0,1056,4,3,56,2,3,6,2,3,2,0,2,3,1056,0,144000
2,2005.0,2,256,14,4,110,2,3,6,0,4,2,1440,2,3,1440,0,200000
1,2005.0,1,0,4,4,0,4,3,2,0,4,1,0,1,3,264,1,60000
1,1954.0,2,0,7,3,0,2,3,5,1,2,2,576,2,3,811,0,93000
1,2005.0,1,0,4,3,0,2,3,5,0,3,1,0,2,4,796,0,85000
1,2006.0,2,1154,7,2,0,2,3,8,3,1,1,0,2,2,1520,1,264561
1,2003.0,1,1218,6,1,140,2,3,8,2,1,1,0,2,1,1518,1,274000
1,2001.0,2,738,7,2,235,2,3,7,2,2,1,872,2,2,1057,1,226000
1,1972.0,2,1410,9,2,111,2,3,8,2,1,1,704,2,2,1952,3,345000
1,1969.0,2,493,7,3,0,2,3,5,2,3,1,840,2,3,780,0,152000
1,2009.0,2,1121,7,1,130,2,3,9,3,1,1,0,2,1,1766,1,370878
